"id","uid","date","Intention to Use 1","Perceived Usefulness 4","Perceived Ease of Use 2","Trust","Sex","Age","Aviophobia","Driving Frequency","Playing Hours","VR Playing Frequency"
"2372","8d2d6230d0144de690de1e02e77413ec","2019-06-29 18:42:45","60","70","60","60","weiblich","34","1","5","0","unter 10"
"2373","7ad296ca443e4eb68ca50fc85867670f","2019-06-29 18:47:55","100","100","100","100","männlich","12","0","0","7","mehr als 10 mal"
"2374","f7d995d50214458797ba512ca3f628d7","2019-06-29 18:51:33","100","100","100","100","männlich","12","0","0","7","mehr als 10 mal"
"2375","9f7b3a4bda9b4c18a97953e6cbb5e0b0","2019-06-29 18:52:03","91","93","93","93","männlich","50","0","32","1","mehr als 10 mal"
"2376","928f24317f034a15b6fa69192264aff2","2019-06-29 20:42:21","100","95","73","85","männlich","12","1","0","5","Ein mal"
"2377","69be49a0c05a40e0b8ae10ba234905da","2019-06-29 20:42:23","0","50","50","26","weiblich","46","1","30","0","Noch nie"
"2378","ba5afeba9ee1449a9b75282544845130","2019-06-29 20:50:02","100","100","67","100","weiblich","48","0","30","0","unter 10"
"2379","edffbea986484b56a054813ac96bb976","2019-06-29 20:51:20","100","89","91","100","männlich","50","0","30","0","Ein mal"
"2380","edcfca9a2acf4cdfa3c1427074e0afa6","2019-06-30 11:08:32","71","50","39","88","weiblich","65","0","45","0","unter 10"
"2381","72a0d8db400e46bdbc5e6817629375ad","2019-06-30 11:08:44","25","50","25","50","männlich","65","0","47","0","unter 10"
"2382","06f5e42046c04ff281ac69a42e0b0f3d","2019-06-30 11:18:31","100","80","99","99","weiblich","59","0","31","0","Noch nie"
"2383","f70520a943264b0eb07cecd99c8d4b02","2019-06-30 11:21:15","100","100","88","86","weiblich","32","0","14","0","unter 10"
"2384","d24cb1bae9714c369a0e06897b9fb7bd","2019-06-30 11:24:21","73","23","100","76","männlich","16","0","0","10","mehr als 10 mal"
"2385","c5b7fa0a1f224336b534061f65a758ea","2019-06-30 11:27:05","50","50","50","16","männlich","43","0","25","0","unter 10"
"2386","640347589be64a24898772fb25518f7a","2019-06-30 11:28:25","0","0","0","0","weiblich","37","1","18","0","unter 10"
"2387","e41325f70c6448d2b22bd52996624d77","2019-06-30 11:38:04","70","90","80","50","weiblich","15","0","0","4","unter 10"
"2388","323c591e63e946eaa868dfa0e3c4eb48","2019-06-30 12:07:50","100","100","100","95","weiblich","7","0","7","1","unter 10"
"2389","8a3e5fae715a427e9bd1b0f44095927c","2019-06-30 12:08:38","49","59","71","30","männlich","9","1","0","3","unter 10"
"2390","644ffe95dcae4f4f935dee4b12832372","2019-06-30 12:22:34","61","64","50","40","weiblich","44","1","26","1","Noch nie"
"2391","2b486f1e6eb842cdaac4aee05adabefd","2019-06-30 12:25:18","36","70","41","36","männlich","10","0","0","5","Ein mal"
"2392","24c6b96a40cf42d9a3e599d587298c2e","2019-06-30 12:29:09","25","75","100","100","männlich","11","0","0","15","Ein mal"
"2393","c5d5ffd6a9af4df7a853b6134254e7d7","2019-06-30 12:29:34","68","71","69","85","männlich","78","0","60","0","Noch nie"
"2394","ca6d6a597493464e98fc04ebb170e6f8","2019-06-30 12:31:40","52","100","50","60","weiblich","13","0","0","7","unter 10"
"2395","5d307ad0f1a44728a099fef82b5615c5","2019-06-30 12:38:10","82","100","23","19","männlich","51","0","33","0","Noch nie"
"2396","472094af9a04483e8e0ee26abc3d7b1d","2019-06-30 12:50:07","72","81","73","38","weiblich","66","0","48","0","unter 10"
"2397","e82e248c30814e0bad116bc7e3deac60","2019-06-30 12:52:43","100","100","95","100","weiblich","7","1","7","1","mehr als 10 mal"
"2398","75b15d003a5c4471802223e30ae77165","2019-06-30 12:56:03","0","50","25","100","weiblich","12","0","0","5","unter 10"
"2399","4d0547f3e13d438a84b91b0debc29cdf","2019-06-30 12:59:57","50","50","50","50","weiblich","9","0","0","1","Noch nie"
"2400","6db714194a184d37ace0989f6111d43c","2019-06-30 13:10:50","50","92","94","100","männlich","12","1","52","44","mehr als 10 mal"
"2401","aaba3cf450394d9ab32ffa6496a29a0e","2019-06-30 13:17:18","40","66","35","40","männlich","29","0","10","4","Ein mal"
"2402","c041c029f28a432aa436f1a7a7daf0c7","2019-06-30 13:22:39","76","81","63","85","männlich","62","0","44","0","Noch nie"
"2403","a887af63b8b24a78b888fe1aa1025d27","2019-06-30 13:23:42","11","21","9","25","männlich","49","0","20","1","Ein mal"
"2404","de90e6af78dc4266994d0586f9d8ca25","2019-06-30 13:24:36","0","21","3","47","weiblich","52","1","32","0","unter 10"
"2405","2732f096ca484a3693868dd1881796b8","2019-06-30 13:25:50","87","100","86","71","männlich","15","0","0","4","mehr als 10 mal"
"2406","b83673a31d044e4f8d8a499c6c542cdd","2019-06-30 13:31:07","50","82","50","50","weiblich","47","0","30","1","Ein mal"
"2407","53bb16de0644438380071c39626e7b09","2019-06-30 13:36:31","95","78","85","72","männlich","13","0","0","4","mehr als 10 mal"
"2408","88e690880c9f42eeb80caab9c0232256","2019-06-30 13:40:02","80","50","50","33","männlich","48","0","30","1","unter 10"
"2409","75bed7bd2aa64cab81e72e58a1fae856","2019-06-30 13:44:54","90","90","90","90","weiblich","20","0","3","0","Ein mal"
"2410","a01821b3ff9842abb6e07b8365f5a29e","2019-06-30 13:45:00","78","80","93","66","männlich","52","0","35","0","Ein mal"
"2411","ada19b5a6c4449f0b0cdfe41e695a6ef","2019-06-30 13:49:15","4","18","50","9","männlich","55","0","34","0","unter 10"
"2412","f205dc178dda4d6180dc93a58b2516f9","2019-06-30 13:50:18","22","79","68","100","männlich","11","1","0","3","unter 10"
"2413","3a9d4841cf1e4b86bb2e094d55d19e92","2019-06-30 13:54:21","50","32","15","33","männlich","56","0","38","0","Ein mal"
"2414","7a4c01fff767486bb8247b00ccbacaf8","2019-06-30 14:02:51","100","50","100","100","männlich","10","1","0","5","unter 10"
"2415","49ed3e1f0ad542c78d26f25c9096e376","2019-06-30 14:04:09","38","71","35","50","männlich","45","0","16","8","Noch nie"
"2416","59551f11212b4630acb14593baffde80","2019-06-30 14:06:33","50","76","50","100","männlich","12","0","0","0","Ein mal"
"2417","059dfa5269af4868b07be1c42fc22906","2019-06-30 14:09:41","50","50","50","50","weiblich","39","0","22","5","unter 10"
"2418","6e765ac018734c6aa0c0ab5ae038df96","2019-06-30 14:25:13","72","34","88","75","männlich","64","0","45","0","Noch nie"
"2419","4236c92aed3f45cc92dacb4ada49aa1c","2019-06-30 14:36:43","65","50","82","50","männlich","54","0","45","0","Ein mal"
"2420","f2ca610db3194482aa70cc6353f52ba1","2019-06-30 14:42:11","93","50","50","90","weiblich","47","0","27","0","Noch nie"
"2421","b6c152f7ae9e488789e88fe97c8ffcb2","2019-06-30 14:43:48","50","81","25","90","männlich","49","0","30","0","Noch nie"
"2422","e1d32af377dd475ea15f1c881115b946","2019-06-30 15:19:13","100","100","82","96","männlich","22","0","10","0","Ein mal"
"2423","39df8eb4a6314a4991c8c570718f9587","2019-06-30 15:25:50","31","39","21","69","männlich","30","0","13","3","Ein mal"
"2424","69681ca41b0b49fb8131cefcaace17cd","2019-06-30 15:35:26","36","68","87","84","männlich","54","0","36","0","Noch nie"
"2425","48bbc8069d944823a1147e895f0801fe","2019-06-30 15:56:04","50","50","83","27","männlich","43","0","25","0","Noch nie"
"2426","fbc1b430476841d198f78f594af94eb0","2019-06-30 16:00:09","100","99","88","100","männlich","10","0","10","4","unter 10"
"2427","41d3b52710384bbc9436c4ad5a9fc198","2019-06-30 16:03:23","10","31","90","35","weiblich","65","0","45","2","Ein mal"
"2428","4ff190486a2f49f392c27e21a65b686f","2019-06-30 16:09:29","80","74","100","100","männlich","17","0","0","0","unter 10"
"2429","c62e24a7ccd342139c275ca5695464fb","2019-06-30 16:10:46","80","100","100","100","männlich","16","0","0","5","Ein mal"
"2430","cc16abd44a6b48d88b2da76b2e93dc5a","2019-06-30 16:22:39","20","20","0","0","männlich","26","0","9","1","Noch nie"
"2431","bbb6ac016cfb4e139ff84df1912ecedd","2019-06-30 16:26:13","0","7","0","0","weiblich","24","1","6","0","Noch nie"
"2432","a7a5c7ea4e894ac38a2c87a7146d7346","2019-06-30 16:29:32","24","50","8","17","männlich","29","0","12","2","unter 10"
"2433","cc1d2309a6ee46f1a167229531854a58","2019-06-30 16:34:07","93","60","81","100","männlich","10","0","0","30","mehr als 10 mal"
"2434","2a2aa9f4e4c34a4f8a9b6e01dd338b78","2019-06-30 16:44:36","10","12","3","50","weiblich","52","0","32","0","Noch nie"
"2435","838f79ab8ac74b14b845c7987b01d1fc","2019-06-30 16:51:05","30","50","50","90","männlich","51","0","20","0","Noch nie"
"2436","4cc59382b3f448cdbf5043487d444267","2019-06-30 16:55:38","35","80","35","30","männlich","17","1","0","12","Noch nie"
"2437","db5b047577c94ee2a557404ce9c10026","2019-06-30 16:59:17","1","0","0","9","männlich","63","0","50","0","unter 10"
"2438","aca216a87530473092cd350e3a490092","2019-06-30 17:37:18","50","50","50","50","männlich","41","0","11","75","Noch nie"
"2439","7d2f1ed8bb994bcda9360b07db3a8a77","2019-06-30 17:43:46","50","50","50","50","männlich","41","0","11","15","Noch nie"
"2440","b99f19a7cb3b4218b7d3b7dacf3a14ba","2019-06-30 17:52:54","50","50","70","50","männlich","18","0","1","4","mehr als 10 mal"
"2441","9d876caac6794416b7fbd6ee3e2d66f0","2019-06-30 17:55:20","90","90","100","84","weiblich","24","0","5","0","Noch nie"
"2442","bb992097eee847e1b85ed1369eeaa39b","2019-06-30 17:57:37","50","50","50","50","männlich","56","0","30","5","Noch nie"
"2443","f2b672af5f5e4ad997da4274312a7fc2","2019-06-30 18:02:33","36","50","21","50","weiblich","30","0","12","0","Noch nie"
"2444","6b003e1734d44413b47a5dcbdcc352a0","2019-06-30 18:12:13","87","18","91","82","weiblich","27","0","0","0","mehr als 10 mal"
"2445","f864dab2a35641e799b311921c5e256e","2019-06-30 18:20:43","90","90","83","85","männlich","27","0","7","8","unter 10"
"2446","3e38773708b4431d839e7686b525dfb3","2019-06-30 18:34:03","78","76","83","84","männlich","42","0","22","10","unter 10"
"2447","7313340bce4c46628e70c212dbce423d","2019-07-02 09:25:39","0","81","36","0","männlich","14","1","0","20","Ein mal"
"2448","7eec7845525b4c9295d759c90866c1d9","2019-07-02 09:27:59","70","59","64","40","männlich","15","0","0","4","Ein mal"
"2449","edb1104257ed4eb19d6d2d0f9ebfa35c","2019-07-02 09:28:02","28","30","100","39","männlich","15","0","0","1","unter 10"
"2450","2e5017c770a44138b9892fd8d6ca9bb2","2019-07-02 09:30:47","21","60","0","95","männlich","15","0","0","14","Ein mal"
"2451","0928bed6fc234c8190f16570b9f47035","2019-07-02 09:31:16","83","90","43","85","männlich","15","0","0","52","unter 10"
"2452","2b8bcd998c5141bc9f05a709310abfe6","2019-07-02 09:37:17","100","76","84","46","weiblich","14","0","0","0","Ein mal"
"2453","d681d3f869f14b2081b4cb0b1d9093d8","2019-07-02 09:39:04","32","81","62","75","weiblich","15","0","0","0","Ein mal"
"2454","f1d96b7fb13745cb885f7c4bd85caff6","2019-07-02 09:40:51","50","50","50","36","weiblich","15","0","0","0","Ein mal"
"2455","4a36e93eb3a74334af74386cb16a4fb1","2019-07-02 09:41:55","31","50","50","50","männlich","16","0","0","4","unter 10"
"2456","6aeba42f13e04746b3798cd7828e0438","2019-07-02 10:00:10","50","50","82","0","männlich","15","0","0","24","Noch nie"
"2457","b547adfd347348bfa3cee3c90ab60bf5","2019-07-02 10:03:08","87","100","87","93","männlich","33","0","15","0","mehr als 10 mal"
"2458","b9bfea1c0f5b402eae42493ce4078724","2019-07-02 10:12:05","0","50","50","100","weiblich","75","0","0","2","Noch nie"
"2459","4c7cd0daf6354f9d907cac7a7ccdcaa1","2019-07-02 10:12:54","50","50","50","26","keine Angabe","21","1","21","96","unter 10"
"2460","a87569ba5fa14d279fb6bd89b0ef9676","2019-07-02 10:13:11","100","75","70","29","weiblich","14","0","0","28","Noch nie"
"2461","1609ed51656f4c25a5de73f893fe4ff4","2019-07-02 10:15:10","0","18","18","23","weiblich","15","0","0","0","Ein mal"
"2462","0eb03602a8c046ae9c840764d1e406e7","2019-07-02 10:17:01","0","68","55","100","männlich","23","1","88","40","Noch nie"
"2463","414eeb0321f2418d8ee5388d3cdc461b","2019-07-02 10:18:50","50","50","50","50","männlich","96","1","5","25","unter 10"
"2464","edb6ebf4957d429fa352ec740d2d0a66","2019-07-02 10:23:54","76","100","100","25","männlich","15","1","0","10","Ein mal"
"2465","2d1ea0fec4634d6ea556ac351338da7e","2019-07-02 10:24:58","63","53","61","60","männlich","15","0","0","1","unter 10"
"2466","dc27c4196b0040b29e2148279de98e78","2019-07-02 10:26:18","57","42","71","100","männlich","16","0","1","1","mehr als 10 mal"
"2467","4007eceaa4b447bab5f575ec74457946","2019-07-02 10:29:05","60","63","63","36","männlich","15","1","0","10","Noch nie"
"2468","acc2f86ef7484fa19c870fddea140dac","2019-07-02 10:29:19","100","50","100","50","männlich","15","0","79","4","Noch nie"
"2469","14a14ccf86304a04b157c618e5324c6f","2019-07-02 10:32:32","11","77","85","29","männlich","16","0","0","30","Ein mal"
"2470","fdaa35d4c5fd41558c31eabeada9371c","2019-07-02 10:37:26","50","74","88","100","weiblich","14","0","0","0","unter 10"
"2471","5c4702a190b049f1a5931adacc0f6c0a","2019-07-02 10:37:42","62","25","41","26","weiblich","16","1","0","29","mehr als 10 mal"
"2472","6228343fc65743ad9fb1db12ed931225","2019-07-02 10:39:24","0","50","50","0","männlich","69","1","96","99","Noch nie"
"2473","2242af1444c54c1c8b9a7c491142b44b","2019-07-02 10:42:25","30","70","50","50","keine Angabe","5","1","88","88","mehr als 10 mal"
"2474","c09ff3f8e1984671a5925dab795e14ed","2019-07-02 11:11:01","54","50","75","81","weiblich","13","0","13","10","unter 10"
"2475","214ed8b42304403ba83c6910f8a3b888","2019-07-02 11:13:16","88","100","75","100","keine Angabe","16","0","0","1","Ein mal"
"2476","0504cd85262a40549d5166f2fd67bc1b","2019-07-02 11:13:23","70","75","100","76","intersex","16","0","2","10","mehr als 10 mal"
"2477","dccee35aa9354203b9f451851d15f731","2019-07-02 11:24:28","20","50","50","75","männlich","15","0","0","10","unter 10"
"2478","a703aba4e2914aabb7aaa4a8088662ec","2019-07-02 11:34:21","0","9","100","78","intersex","65","1","99","96","mehr als 10 mal"
"2479","e2903f6c75e14e97b4660488c0cb797e","2019-07-02 11:36:01","100","100","100","100","männlich","14","0","0","40","unter 10"
"2480","4f6524166fd343278063c83c2141f8c7","2019-07-02 11:42:15","34","50","100","100","männlich","15","0","0","99","unter 10"
"2481","466247318d864e0094373887fa52d560","2019-07-02 11:42:40","32","50","100","85","männlich","14","0","0","5","mehr als 10 mal"
"2482","d124dafe36ef4e1ea7657a4ca229ece2","2019-07-02 11:48:25","0","0","0","0","intersex","16","1","85","99","mehr als 10 mal"
"2483","5cda89c089c242cbb97625537b4f4e4b","2019-07-02 11:50:25","100","100","100","17","intersex","12","0","99","99","unter 10"
"2484","6b07e23dc5124d84a0435557f107b411","2019-07-02 11:52:27","31","69","88","14","intersex","12","1","13","99","unter 10"
"2485","dab696cc28cd41d18cdcc3a58cb4b407","2019-07-02 11:57:22","0","0","0","0","keine Angabe","31","0","0","99","Noch nie"
"2486","b4ffec2c12de475395a614acfa0be1b1","2019-07-02 11:57:47","78","92","83","65","weiblich","11","0","11","10","unter 10"
"2487","ec5fd01fafc84790b69f6238faafc6bf","2019-07-02 11:59:33","35","50","100","50","intersex","99","1","99","99","mehr als 10 mal"
"2488","08d66ef5a7434143aee4766c17ffec7d","2019-07-02 12:03:35","74","70","81","83","männlich","13","1","0","30","unter 10"
"2489","6f5e82607ec24d10816977dc169cccf4","2019-07-02 12:04:01","100","100","100","100","männlich","16","0","0","99","mehr als 10 mal"
"2490","c25b0c79700d49b9ac62229c7db84a90","2019-07-02 12:07:44","90","0","87","82","männlich","14","0","3","12","mehr als 10 mal"
"2491","4120467167064f9e808b0b5101835a24","2019-07-02 12:09:08","35","42","77","3","intersex","17","0","0","0","unter 10"
"2492","ad027aa75ab944d0899336e640bf18da","2019-07-02 12:11:30","75","85","65","86","weiblich","15","0","0","35","mehr als 10 mal"
"2493","9c8db3cbf7564441b0ed297552ae22f9","2019-07-02 12:11:54","100","43","100","11","weiblich","13","0","0","65","Noch nie"
"2494","79625b04b72242cda107b6273e6257a5","2019-07-02 12:19:33","23","13","17","15","männlich","36","0","16","0","unter 10"
"2495","4f0a791072c6426fafc0b4877179aaab","2019-07-02 12:26:41","50","0","33","30","weiblich","14","1","0","0","Noch nie"
"2496","2d66af48942d42b2a3fd8eaca4f10eb1","2019-07-02 12:28:09","76","75","79","37","männlich","14","0","17","40","mehr als 10 mal"
"2497","e0d288a2ad6e454297a0f77e5f5ee501","2019-07-02 12:28:29","0","0","100","100","männlich","14","0","0","32","mehr als 10 mal"
"2498","db341d5dc20f4a6c960e71f6c62fa992","2019-07-02 12:30:42","0","100","100","50","männlich","14","0","0","0","mehr als 10 mal"
"2499","c062413f38fe4d569ee69846ee10b88c","2019-07-02 12:33:31","100","67","77","100","weiblich","14","1","0","22","Noch nie"
"2500","03e6efac0b794d31a27a2858c2a27267","2019-07-02 12:37:07","100","100","100","35","weiblich","98","1","38","5","unter 10"
"2501","f8750cf53aef45548b91b3f5445ad004","2019-07-02 12:39:28","57","0","100","83","männlich","52","1","93","59","unter 10"
"2502","3d462e1efeec4fe89721a4866260bfe1","2019-07-02 12:40:45","50","50","50","98","weiblich","2","0","48","98","Noch nie"
"2503","17fc3b22318d4cf7a6ead40e7f0ef85e","2019-07-02 12:44:15","0","0","0","50","männlich","14","0","0","36","unter 10"
"2504","a09db686e42949d3ab0ea8d19d49de27","2019-07-02 12:49:27","100","100","100","100","männlich","15","0","0","0","Noch nie"
"2505","54ea2e67cdd745bd8028a4118aa79d8b","2019-07-02 12:49:59","70","70","50","76","männlich","15","0","12","15","Ein mal"
"2506","ae0b297e2912457cbe05579bc025061e","2019-07-02 12:56:20","50","37","76","50","männlich","19","0","0","6","unter 10"
"2507","5bb3054cf8b14565b86958e958ffbc39","2019-07-02 13:06:23","50","84","50","81","weiblich","14","1","2","0","unter 10"
"2508","01dccf01824649589cc0d57e9a56c0cc","2019-07-02 13:08:08","50","100","100","50","intersex","22","0","6","47","unter 10"
"2509","38d1d6430a374b0e943e243b6bf01f15","2019-07-02 13:09:47","75","50","60","100","weiblich","14","0","0","15","Ein mal"
"2510","af4d4acdc83c4c98936f1be36f3b6dea","2019-07-02 13:13:44","100","100","100","100","keine Angabe","9","0","12","1","unter 10"
"2511","74a0995ab5c348148a87c5df009500b6","2019-07-02 13:22:49","91","16","50","0","intersex","14","0","66","99","Noch nie"
"2512","148c7429ffae4733b6d067549a25c433","2019-07-02 13:36:49","100","87","100","86","männlich","15","0","0","20","Ein mal"
"2513","ce9626adca8a4bb2a6092f1971fb07df","2019-07-02 13:51:25","61","50","50","40","weiblich","56","1","35","0","unter 10"
"2514","8be2f6c981554ea39e26d9cfa5754ef4","2019-07-02 14:01:47","94","100","41","100","männlich","14","0","0","99","Ein mal"
"2515","8be2f6c981554ea39e26d9cfa5754ef4","2019-07-02 14:02:12","100","100","79","74","männlich","13","0","0","9","Ein mal"
"2516","920f2397771640398b39d8f4637e40bd","2019-07-02 14:03:08","100","100","0","100","intersex","99","0","90","24","mehr als 10 mal"
"2517","8ea7082f8ada4f2e94cf185dd0e49726","2019-07-02 14:04:50","50","50","50","50","weiblich","13","0","0","1","mehr als 10 mal"
"2518","9ea2dd53d8494c6287cc9bdcc5f1f852","2019-07-02 14:08:18","100","100","100","75","männlich","12","0","12","10","Ein mal"
"2519","687d65a3742049289a153b8c2119a351","2019-07-02 14:10:15","49","50","57","100","männlich","90","0","13","7","unter 10"
"2520","084285bba2804394ad0eff83337b6436","2019-07-02 14:11:15","79","100","77","35","männlich","13","0","0","5","Noch nie"
"2521","e73086032fcd42749b536a4bfbe0030e","2019-07-02 14:13:54","65","77","100","100","männlich","12","0","0","15","unter 10"
"2522","1d66124640c34f259ae29a4f5e961d53","2019-07-02 14:14:35","99","89","86","74","männlich","13","0","0","1","Ein mal"
"2523","dde26ac8a810492aacb6ddd4e69a12b9","2019-07-02 14:19:15","20","17","26","100","männlich","14","0","0","1","unter 10"
"2524","f59270d4a7f1441eb5c9bffbe9f12bef","2019-07-02 14:19:24","75","100","100","100","männlich","13","0","0","20","Ein mal"
"2525","1fff6590956840f2b0d5ef8b08b64584","2019-07-02 14:21:50","100","21","91","80","männlich","14","0","0","40","unter 10"
"2526","1fff6590956840f2b0d5ef8b08b64584","2019-07-02 14:21:58","50","50","100","50","keine Angabe","14","1","12","90","Noch nie"
"2527","5830367f0819449593979e9b1ff1bcfd","2019-07-02 14:28:13","63","31","50","63","keine Angabe","13","0","0","4","Ein mal"
"2528","462ed80d29f24d0da62fac2990de1478","2019-07-02 14:29:41","95","22","87","90","männlich","14","0","13","72","mehr als 10 mal"
"2529","66b96d3d6fcf4f9cadb46857ce4978e2","2019-07-02 14:32:55","81","100","100","80","keine Angabe","5","0","99","99","mehr als 10 mal"
"2530","b83d54bde3c44cedb67f4028b009f7e9","2019-07-02 14:37:13","40","90","100","0","männlich","14","0","99","99","unter 10"
"2531","6143bc6ccf644ecab03d847ca76cd066","2019-07-02 14:38:45","78","78","78","78","intersex","78","0","78","78","mehr als 10 mal"
"2532","1dfde974ea01403f9a3bec1869585b61","2019-07-02 14:39:44","0","100","0","100","keine Angabe","14","0","99","99","unter 10"
"2533","33714549f7ba405a94ddf78a075e2b55","2019-07-02 14:44:49","50","50","50","92","männlich","14","0","0","15","Noch nie"
"2534","32c57eb2de0a42018c392bec6b693b30","2019-07-02 14:50:12","71","90","50","50","männlich","12","0","0","10","Noch nie"
"2535","7a7889222290489da550bd0a73859293","2019-07-02 14:51:18","98","100","100","100","intersex","90","0","80","0","mehr als 10 mal"
"2536","138685cc835d44299b3fab7386942fae","2019-07-02 14:53:46","79","100","28","34","männlich","14","1","0","30","unter 10"
"2537","f4299e26b65b4b97be09201d68db0a66","2019-07-02 14:56:38","30","90","100","100","männlich","12","0","0","20","mehr als 10 mal"
"2538","dc65d04b35a543bab6e3d6a514b88917","2019-07-02 14:58:23","50","50","50","23","männlich","48","0","30","0","mehr als 10 mal"
"2539","e7e937b9bc844896838bb8ff70325af4","2019-07-02 14:58:51","75","82","65","64","männlich","13","0","0","30","mehr als 10 mal"
"2540","c024672c3fb54249bbc5fca7407ab586","2019-07-02 15:06:46","0","0","0","51","männlich","14","0","0","1","unter 10"
"2541","cf034ff03b03431aa3ec901b9c92ece9","2019-07-02 15:11:10","100","100","74","100","weiblich","21","0","0","0","Noch nie"
"2542","57b65836bc5448bd9a166063d2eb406f","2019-07-02 15:12:28","76","85","75","69","männlich","17","0","0","28","Noch nie"
"2543","33175c8439bc4244856d83dde0e1316e","2019-07-02 15:34:49","50","33","12","80","weiblich","33","0","15","2","unter 10"
"2544","769ffa6938294222884e1e4cd8d62a0b","2019-07-02 15:35:21","0","15","100","55","männlich","33","0","15","2","mehr als 10 mal"
"2545","9d2dcf41ce614b34818eaf9399b23902","2019-07-02 15:42:38","70","100","100","50","männlich","17","0","0","5","unter 10"
"2546","2ee9ffe4fb6b49b6ac79f15ce3368dff","2019-07-02 16:10:17","75","100","75","100","männlich","12","0","0","10","unter 10"
"2547","4f0a5a42841942d8b4d192bb9c404cec","2019-07-02 16:27:31","87","100","95","83","männlich","53","0","30","3","Noch nie"
"2548","d5d3e21870ae4621ae4e2261425b5c00","2019-07-02 16:57:01","0","100","0","0","keine Angabe","99","0","99","0","Noch nie"
"2549","c927419ff7304782b8c8829bee9ace84","2019-07-02 17:03:16","80","67","81","100","männlich","11","1","0","1","unter 10"
"2550","500cb36afa5c41ab9b3b241da0d1f80d","2019-07-02 17:03:29","100","100","50","79","männlich","10","0","0","5","unter 10"
"2551","ebcfbe31929c47c280dac03334d7eddf","2019-07-02 17:11:23","100","100","100","75","männlich","10","0","10","3","unter 10"
"2552","da24f2ef71494c0993605fbe234ccdd6","2019-07-02 17:14:38","50","80","20","50","weiblich","42","1","24","0","Ein mal"
"2553","6b8115c008b44579a49b114614771400","2019-07-02 17:18:01","50","2","50","74","weiblich","30","0","0","2","Ein mal"
"2554","bb301f87322b4f7b9a569a4cb8f7efad","2019-07-02 17:19:43","100","100","66","58","weiblich","19","0","0","3","Ein mal"
"2555","10b4928ac0d84786a96b5c641d6dd13b","2019-07-02 17:41:04","25","0","63","10","weiblich","12","0","0","22","Noch nie"
"2556","3020bf6f50b4462dadffafac6351c2a8","2019-07-02 17:48:08","100","98","100","81","männlich","45","0","27","2","mehr als 10 mal"
"2557","75abae9c40c34d8c9854b3e153848e3a","2019-07-02 17:59:56","100","72","100","86","intersex","35","0","17","0","mehr als 10 mal"
"2558","a81e86eae8444092912c429d6722224a","2019-07-02 18:36:06","89","92","80","35","weiblich","45","0","27","0","Noch nie"
"2559","fdb55ab2e87442eb82a73bd2ad52e4e6","2019-07-02 18:42:02","40","50","50","50","weiblich","11","0","0","0","unter 10"
"2560","d38dd76fad9c4932924b3e1af1198c82","2019-07-02 18:48:11","60","80","69","68","männlich","56","0","30","2","unter 10"
"2561","0cca671cfc0d4f0cb3be1970d5d344ad","2019-07-02 18:50:24","100","100","100","100","männlich","11","0","0","10","unter 10"
"2562","41afecaed33d44feb4d1eeba4a22eb35","2019-07-02 18:55:42","0","35","20","3","männlich","13","0","0","1","unter 10"
"2563","54ab854964cf456b9f8eef10c1402947","2019-07-03 09:23:54","100","100","100","100","männlich","14","0","0","2","unter 10"
"2564","70472786ef5a4f74b6a88f12b59cfd7b","2019-07-03 09:27:17","100","100","73","37","weiblich","15","0","10","14","Ein mal"
"2565","72e4f6551b3a420f925d3235bdd855c9","2019-07-03 09:31:35","87","88","88","22","intersex","88","0","3","65","unter 10"
"2566","98c353e2f9614f8c8dcfaa1099b6f798","2019-07-03 09:32:23","55","50","34","93","männlich","14","0","0","12","Ein mal"
"2567","ab8bbc5889ef440299108c361beedff9","2019-07-03 09:34:32","94","76","70","73","männlich","14","0","0","15","unter 10"
"2568","8641ea6641a24a299f5a1e984cd90b26","2019-07-03 09:38:11","100","97","83","100","männlich","14","0","0","20","unter 10"
"2569","0ce2aa29029349ddb8571b6744b8a4b9","2019-07-03 09:49:16","100","100","100","100","intersex","14","1","0","20","unter 10"
"2570","2c5602e17dd141bbb150d69085155d78","2019-07-03 09:56:48","0","0","8","0","keine Angabe","11","1","11","60","mehr als 10 mal"
"2571","af391096490d42f3903545a4379fc7ff","2019-07-03 09:59:29","0","0","0","0","intersex","9","0","99","88","mehr als 10 mal"
"2572","a719218f883a4646ad256e6b2b413fda","2019-07-03 10:10:59","17","81","50","26","weiblich","53","0","30","0","Ein mal"
"2573","bd9254d047d149dea6acbc4b0e1c35ad","2019-07-03 10:34:41","100","81","100","100","männlich","11","0","0","2","Noch nie"
"2574","9aed63e87ede49268542ed73c1778cdd","2019-07-03 10:35:53","100","100","100","100","männlich","10","0","0","2","Ein mal"
"2575","95c46699bf0c4b91acd47b09e9caa911","2019-07-03 10:44:10","50","50","50","50","männlich","8","0","0","3","Ein mal"
"2576","2e51badcdb224f189d15f445858ae7a0","2019-07-03 10:48:32","83","87","96","93","weiblich","11","1","11","4","unter 10"
"2577","23743d025138498a9fd87ca628b5645f","2019-07-03 10:50:53","100","100","100","100","weiblich","11","0","0","0","Ein mal"
"2578","42b1ff9cf76a47fda134f7ed5a7386ac","2019-07-03 10:54:57","31","41","100","21","männlich","14","0","0","0","Noch nie"
"2579","8f6a025c39d24e27b5b2d00e535952c9","2019-07-03 10:55:57","0","2","100","100","intersex","99","1","0","9","mehr als 10 mal"
